Country,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Lower Confidence Interval,Upper Confidence Interval,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption
Switzerland,7.509,0.04788474683544304,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463,7.428,7.59,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Switzerland,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Iceland,7.501,0.04788474683544304,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2.83137,7.333,7.669,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Iceland,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Norway,7.498,0.04788474683544304,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895,2.66465,7.421,7.575,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Norway,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Finland,7.413,0.04788474683544304,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2.82596,7.351,7.475,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Finland,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Canada,7.404,0.04788474683544304,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,2.70485,7.335,7.473,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Canada,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Netherlands,7.339,0.04788474683544304,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416,2.70749,7.284,7.394,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Netherlands,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
New Zealand,7.334,0.04788474683544304,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2.47553,7.264,7.404,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,New Zealand,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Australia,7.313,0.04788474683544304,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407,2.5465,7.241,7.385,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Australia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Sweden,7.291,0.04788474683544304,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734,7.227,7.355,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Sweden,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Israel,7.267,0.04788474683544304,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,3.31029,7.199,7.335,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Israel,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Austria,7.119,0.04788474683544304,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,2.69343,7.045,7.193,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Austria,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
United States,7.104,0.04788474683544304,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,2.72782,7.02,7.188,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,United States,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Costa Rica,7.087,0.04788474683544304,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,3.35168,6.999,7.175,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Costa Rica,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Puerto Rico,7.039,0.04788474683544304,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202,3.0076,6.794,7.284,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Puerto Rico,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Germany,6.994,0.04788474683544304,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50931,6.93,7.058,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Germany,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Brazil,6.952,0.04788474683544304,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776,3.50733,6.875,7.029,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Brazil,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Belgium,6.929,0.04788474683544304,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,2.61355,6.861,6.997,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Belgium,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Ireland,6.907,0.04788474683544304,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.15988,6.836,6.978,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Ireland,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Luxembourg,6.871,0.04788474683544304,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2.11055,6.804,6.938,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Luxembourg,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Mexico,6.778,0.04788474683544304,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,3.55906,6.68,6.876,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Mexico,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Singapore,6.739,0.04788474683544304,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,1.99375,6.674,6.804,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Singapore,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
United Kingdom,6.725,0.04788474683544304,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.14999,6.647,6.803,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,United Kingdom,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Chile,6.705,0.04788474683544304,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595,2.95505,6.615,6.795,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Chile,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Panama,6.701,0.04788474683544304,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418,3.00559,6.601,6.801,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Panama,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Argentina,6.65,0.04788474683544304,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,3.12985,6.56,6.74,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Argentina,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Czech Republic,6.596,0.04788474683544304,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211,6.515,6.677,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Czech Republic,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
United Arab Emirates,6.573,0.04788474683544304,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,2.21507,6.494,6.652,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,United Arab Emirates,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Uruguay,6.545,0.04788474683544304,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,2.67139,6.456,6.634,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Uruguay,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Malta,6.488,0.04788474683544304,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032,6.409,6.567,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Malta,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Colombia,6.481,0.04788474683544304,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,3.17471,6.384,6.578,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Colombia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
France,6.478,0.04788474683544304,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744,6.397,6.559,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,France,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Thailand,6.474,0.04788474683544304,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,6.396,6.552,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Thailand,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Saudi Arabia,6.379,0.04788474683544304,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,6.287,6.471,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Saudi Arabia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Taiwan,6.379,0.04788474683544304,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.61523,6.305,6.453,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Taiwan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Qatar,6.375,0.04788474683544304,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,1.58224,6.178,6.572,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Qatar,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Spain,6.361,0.04788474683544304,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,2.39663,6.288,6.434,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Spain,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Algeria,6.355,0.04788474683544304,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,3.40904,6.227,6.483,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Algeria,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Guatemala,6.324,0.04788474683544304,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,3.19863,6.213,6.435,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Guatemala,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Suriname,6.269,0.04788474683544304,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,3.06852,6.073,6.465,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Suriname,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Kuwait,6.239,0.04788474683544304,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085,6.154,6.324,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Kuwait,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Bahrain,6.218,0.04788474683544304,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,6.128,6.308,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Bahrain,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Trinidad and Tobago,6.168,0.04788474683544304,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.51394,5.95,6.386,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Trinidad and Tobago,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Venezuela,6.084,0.04788474683544304,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,2.97468,5.973,6.195,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Venezuela,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Slovakia,6.078,0.04788474683544304,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61065,5.996,6.16,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Slovakia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
El Salvador,6.068,0.04788474683544304,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22134,5.967,6.169,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,El Salvador,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Malaysia,6.005,0.04788474683544304,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35384,5.921,6.089,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Malaysia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Nicaragua,5.992,0.04788474683544304,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2.82428,5.877,6.107,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Nicaragua,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Uzbekistan,5.987,0.04788474683544304,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,5.896,6.078,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Uzbekistan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Italy,5.977,0.04788474683544304,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918,5.898,6.056,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Italy,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Ecuador,5.976,0.04788474683544304,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77366,5.88,6.072,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Ecuador,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Belize,5.956,0.04788474683544304,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,5.71,6.202,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Belize,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Japan,5.921,0.04788474683544304,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584,5.85,5.992,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Japan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Kazakhstan,5.919,0.04788474683544304,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325,5.837,6.001,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Kazakhstan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Moldova,5.897,0.04788474683544304,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007,5.823,5.971,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Moldova,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Russia,5.856,0.04788474683544304,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115,5.789,5.923,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Russia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Poland,5.835,0.04788474683544304,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,5.749,5.921,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Poland,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
South Korea,5.835,0.04788474683544304,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2.35015,5.747,5.923,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,South Korea,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Bolivia,5.822,0.04788474683544304,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635,5.74,5.904,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Bolivia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Lithuania,5.813,0.04788474683544304,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525,5.734,5.892,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Lithuania,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Belarus,5.802,0.04788474683544304,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,5.723,5.881,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Belarus,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
North Cyprus,5.771,0.04788474683544304,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93447,5.67,5.872,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,North Cyprus,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Slovenia,5.768,0.04788474683544304,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,5.683,5.853,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Slovenia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Peru,5.743,0.04788474683544304,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2.73117,5.647,5.839,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Peru,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Turkmenistan,5.658,0.04788474683544304,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2.21489,5.58,5.736,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Turkmenistan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Mauritius,5.648,0.04788474683544304,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20223,5.507,5.789,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Mauritius,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Libya,5.615,0.04788474683544304,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374,5.406,5.824,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Libya,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Latvia,5.56,0.04788474683544304,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,5.486,5.634,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Latvia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Cyprus,5.546,0.04788474683544304,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2.04497,5.442,5.65,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Cyprus,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Paraguay,5.538,0.04788474683544304,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091,5.453,5.623,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Paraguay,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Romania,5.528,0.04788474683544304,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184,5.427,5.629,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Romania,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Estonia,5.517,0.04788474683544304,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,1.81985,5.437,5.597,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Estonia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Jamaica,5.51,0.04788474683544304,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.35682,5.315,5.705,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Jamaica,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Croatia,5.488,0.04788474683544304,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52462,5.402,5.574,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Croatia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Hong Kong,5.458,0.04788474683544304,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,0.92614,5.362,5.554,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Hong Kong,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Somalia,5.44,0.04788474683544304,0.0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772,5.321,5.559,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Somalia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Kosovo,5.401,0.04788474683544304,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,5.308,5.494,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Kosovo,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Turkey,5.389,0.04788474683544304,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074,5.295,5.483,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Turkey,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
